ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty,Language,Region,Product,PresenterContent,ContentSlide,JeopardyBoard,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Reserved11,Reserved12,Reserved13,Reserved14,Reserved15
10197,,"Can the actual wagers placed on sports gambling, horse racing, lotteries, and sweepstakes be included in deductible gambling losses?",Yes,"No, only losses from casino table games count","No, wagers are never deductible",Only if the wager exceeds $500,1,Income,Gambling Winnings & Losses,"The actual amount wagered or spent on tickets for sports gambling, horse racing, lotteries, and sweepstakes can be included in deductible gambling losses.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10198,,"To support a gambling loss deduction, which of the following should a taxpayer keep records of?","The date and type of gambling, venue name/address, and amount won or lost",Only the total amount won for the year,Nothing - gambling losses require no documentation,"Only receipts for winnings, not losses",1,Income,Gambling Record-Keeping,"Supporting a gambling loss deduction requires records of the date, type of gambling, venue, amount won or lost, and people gambled with.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10199,,What is the general definition of earned income?,All taxable earnings received - essentially what is earned from working,Any money received regardless of source,Only wages reported on a W-2,Investment returns and retirement income,1,Income,Definitions,"Earned income encompasses all taxable earnings received from working, in contrast to unearned income.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10200,,What is the general definition of unearned income?,Money received that is not generated from employment or business activities,Only income from a second job,Money received from working overtime,Self-employment income,1,Income,Definitions,"Unearned income includes money received that is not generated from employment or business activities, such as investment returns or government benefits.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10201,,Which of the following is classified as earned income?,Gig economy earnings,Investment returns,Retirement income,Family support payments,1,Income,Types of Earned Income,"Gig economy earnings are a type of earned income, alongside wages/salaries/tips, nontaxable combat pay, self-employment, union strike benefits, and certain disability benefits.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10202,,Which of the following is classified as unearned income?,Retirement income,Wages and tips,Self-employment earnings,Gig economy earnings,1,Income,Types of Unearned Income,"Retirement income is unearned income, along with inmate earnings, investment returns, government benefits, and family support payments.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10203,,How is nontaxable combat pay classified for the purposes of earned income type?,It is a type of earned income,It is a type of unearned income,It is excluded from both categories,It is only classified for IRA purposes,1,Income,Nontaxable Combat Pay Classification,"Nontaxable combat pay is listed among the types of earned income, even though it is excluded from taxable income.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10204,,"A taxpayer lives and works remotely from California for a New York-based company, but travels to the NY office several days every two months. How should he file his state returns?",A resident return in California AND a nonresident return in New York for income earned while physically working there,"Only a resident return in California, since that's his home state","Only a nonresident return in New York, since that's where the employer is based",No state filing is required since he works remotely,1,Residency & Multi-State Filing,Remote Work Scenarios,Filing is based on where work is physically performed. He owes a resident return to his home state (California) and a nonresident return to New York for income earned while physically present there.,1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10205,,A California resident owns a rental property in Arizona. Where should the rental income be reported?,A nonresident return in Arizona (where the property is located) and a resident return in California,"Only in California, since that's where the owner lives","Only in Arizona, since that's where the property is located","Neither state, since rental income isn't state-taxable",1,Residency & Multi-State Filing,Rental Income Sourcing,"Rental income is sourced to the state where the property is located (Arizona, nonresident return), while the resident state (California) taxes worldwide income too.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10206,,Which of these requires filing a nonresident state tax return?,Beneficiary income from an estate located in another state,Gambling winnings from a casino in a state with no income tax,Interest earned from an out-of-state bank account,Having an out-of-state employer while working remotely from the home state,1,Residency & Multi-State Filing,Nonresident Return Triggers,"Beneficiary income from an estate/trust sources to the state where the estate is located. Gambling winnings in a no-income-tax state, out-of-state bank interest, and simply having an out-of-state employer (while working remotely) do not require a nonresident return.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10207,,"Is income distributed to a beneficiary from an out-of-state estate or trust generally taxable, unlike a lump-sum inheritance itself?",Yes - it is taxable and sources to the state where the estate/trust is located,"No, all inheritance-related income is non-taxable",Only if the beneficiary lives in the same state as the estate,"It is only taxable at the federal level, never at the state level",1,Residency & Multi-State Filing,Nonresident Return Triggers,"Unlike a lump-sum inheritance (generally not taxable), income distributed to a beneficiary from an estate or trust IS taxable and requires a nonresident return in the estate's state if the beneficiary lives elsewhere.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10208,,In which situation would a nonresident state return NOT be required?,Earning income in one of the nine states with no state income tax,Having S corporation income sourced to another state,Receiving beneficiary income from an out-of-state trust,Having an employer erroneously withhold for the wrong state,1,Residency & Multi-State Filing,Nonresident Return - Not Required,No nonresident return is needed for income earned in a state with no income tax; the other three situations do require one.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10209,,"What does SLR stand for in military tax residency, and to which state does it default?",State of Legal Residence; it defaults to the service member's Home of Record (HOR),Standard Living Requirement; it defaults to the current duty station,State Licensing Requirement; it has no default,Service Location Rule; it defaults to the spouse's home state,1,Residency & Multi-State Filing,SLR/HOR/PDS Definitions,"SLR (State of Legal Residence) is the service member's tax residence state, defaulting to their Home of Record unless changed via Form DD-2058.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10210,,"A service member's Home of Record is Georgia; her spouse currently lives in California, which is also her Permanent Duty Station. Which states can she choose as her SLR?",California or Georgia only,Any state the spouse has ever lived in,Only the spouse's home state,"Only her current physical location, regardless of PDS or HOR",1,Residency & Multi-State Filing,Military Spouse SLR Options,A service member's SLR can be their HOR (default) or their current PDS state - the spouse's original home state has no bearing on the service member's own SLR options unless it coincides with one of those.,0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10211,,Does a service member's SLR shield ordinary civilian wages earned by physically working a second job in another state?,No - those wages are sourced to the state where the work is physically performed and require a nonresident return there,"Yes, SLR shields all income the service member or spouse earns anywhere","Only civilian wages under $5,000 are shielded","Yes, but only for the service member's own wages, not any dependents",1,Residency & Multi-State Filing,SLR Does Not Shield Civilian Wages,"SLR determines the resident state for military pay (and certain MSRRA-qualifying spousal income), but ordinary civilian wages are still sourced to the state where the work is physically performed.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10212,,"Under the Military Spouse Residency Relief Act (MSRRA), what are a civilian spouse's filing options?","Original state of residency before marriage, the service member's SLR, or the service member's PDS state",Only the state where the couple currently lives,Only the service member's Home of Record,Any state of the spouse's choosing regardless of connection,1,Residency & Multi-State Filing,MSRRA - Spouse Filing Options,"MSRRA gives civilian spouses three options: their original state of residency before marriage, the service member's SLR, or the service member's PDS state.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10213,,"Once a military spouse elects a state of residency under MSRRA, when does that election update if the couple later relocates to a new PDS mid-year?",It does not change mid-year - the election applies for the entire tax year and updates only at the next election point,It updates immediately upon the move,It updates only if the spouse files a new W-4,"MSRRA elections cannot be changed at all, ever",1,Residency & Multi-State Filing,MSRRA - Election Locks for the Year,An MSRRA election applies for the entire tax year starting from the beginning of the marriage and does not automatically change mid-year due to a PDS relocation.,0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10214,,"Under the Service Members Civil Relief Act (SCRA), when is an active-duty member considered a resident of a state?",Only if that state is their State of Legal Residence (SLR),Whenever they are physically stationed there,Whenever their spouse lives there,Active-duty members are never considered residents of any state,1,Residency & Multi-State Filing,SCRA - Active Duty Residency Rule,"The SCRA provides that an active-duty member is not considered a resident of a state unless it is their SLR, regardless of where they are physically stationed.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10215,,What distinguishes a 'part-year resident' from a 'nonresident' for state tax purposes?,"A part-year resident had a home in the state for only part of the year (e.g., moved states); a nonresident temporarily works there or has in-state income sources without living there",There is no meaningful difference between the two,A nonresident always owes more tax than a part-year resident,Part-year residents never owe tax to either state,1,Residency & Multi-State Filing,Residency Types,A part-year resident lived in the state for only part of the tax year; a nonresident never lived there but has income sourced to or work performed in that state.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10216,,An employer mistakenly withholds state tax for the wrong state. What must the taxpayer do to recoup the erroneous withholding?,"File a nonresident return with $0 earnings for that state, and inform payroll to correct the error going forward",Nothing - the IRS automatically corrects state withholding errors,Wait until the following year to address it,File an amended federal return only,1,Residency & Multi-State Filing,Erroneous State Withholding,"The taxpayer must file a nonresident return showing $0 earnings for the erroneously-withheld state to recoup the withholding, and notify payroll to fix the error.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10217,,Kim and Ravi met in November and married on December 30. Which filing statuses are available to them for that tax year?,Married filing jointly or married filing separately,Single or head of household,"Married filing jointly only, because they married so late","Married filing separately only, because they married so late",1,Filing Basics & Dependents,Filing Status,"Marital status is determined on the last day of the tax year. A couple married on December 30 is treated as married for the entire year, so they may file jointly or separately. Single and head of household are not available to them.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10218,,Which qualifying child test requires that the child did not provide more than half of their own support?,Support test,Relationship test,Residency test,Gross income test,1,Filing Basics & Dependents,Qualifying Child,"The five qualifying child tests are relationship, age, residency, support, and joint return. The support test asks whether the child provided more than half of their own support.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10219,,Which test applies to a qualifying relative but NOT to a qualifying child?,Gross income test,Age test,Residency test,Relationship test,1,Filing Basics & Dependents,Qualifying Relative,"A qualifying relative must have gross income below the annual limit. A qualifying child instead must satisfy the age, residency, relationship, support, and joint return tests.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10220,,"A single taxpayer's only income for 2024 is $1,500 in self-employment receipts with $800 in expenses. Is a federal return required?","Yes, because net self-employment earnings are $400 or more","No, because income is below the standard deduction","No, because self-employment income under $5,000 is exempt","Yes, but only if the taxpayer owes income tax",1,Filing Basics & Dependents,Filing Requirements,"A return is required whenever net earnings from self-employment are $400 or more, even if total income is far below the standard deduction. Net earnings here are $700 ($1,500 - $800), and self-employment tax applies.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10221,,"A single taxpayer's only income for the year is $15,000 in Social Security benefits. Is a federal return required?","No, because the taxpayer's provisional income is below the $25,000 base","Yes, because Social Security benefits are always taxable","Yes, because the benefits exceed the standard deduction","No, but only if the taxpayer is age 65 or older",1,Filing Basics & Dependents,Filing Requirements,"Provisional income is half of the benefits ($7,500) plus other income (none). That is below the $25,000 base amount for a single filer, so none of the benefits are taxable and no return is required.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10222,,Which employees receive a Form W-2?,"Any employee paid compensation for services, including non-cash pay, even for part of a year",Only employees who worked the entire year,Only employees earning above a set salary threshold,Only employees who received cash wages from the employer,1,Filing Basics & Dependents,Form W-2,"Employers issue a W-2 to every employee who received compensation for services during the year. Part-year employees and non-cash compensation are included, and there is no minimum salary.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10223,,Which W-2 box shows the amount of Medicare tax withheld from an employee's pay?,Box 6,Box 4,Box 5,Box 2,1,Filing Basics & Dependents,Form W-2,"Box 6 is Medicare tax withheld. Box 5 is Medicare wages and tips (the amount), Box 4 is Social Security tax withheld, and Box 2 is federal income tax withheld.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10224,,"A high school student who is claimed as a dependent earns $6,000 running social media ads for local shops. How is this income treated?","Self-employment income on Schedule C, subject to self-employment tax",Wages reported on a W-2 with no filing requirement,Tax-free income because the student is a dependent,Other income on Schedule 1 that is not subject to self-employment tax,1,Income,Schedule C,"Payments to an independent contractor are business income reported on Schedule C. With net earnings of $400 or more, self-employment tax applies. Being a student or a dependent does not exempt the income.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10225,,Which schedule reports rental income and expenses from renting out a condo?,Schedule E,Schedule C,Schedule B,Schedule D,1,Income,Schedule E,Rental real estate income and expenses are reported on Schedule E (Supplemental Income and Loss). Schedule C is for a trade or business.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10226,,"A delivery driver earned $12,000 through a gig app and had $2,000 in vehicle expenses. Where do the income and expenses belong?",Schedule C,Schedule E,Schedule A,"Schedule 1, line 8, as other income",1,Income,Schedule C,"Gig and independent contractor work is self-employment. Gross receipts and related business expenses are reported on Schedule C, and net profit is subject to self-employment tax.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10227,,How is alimony treated under a divorce agreement executed after 2018?,Not taxable to the recipient and not deductible by the payer,Taxable to the recipient and deductible by the payer,Taxable to the recipient but not deductible by the payer,Deductible by the payer but not taxable to the recipient,1,Income,Alimony,"For divorce or separation instruments executed after December 31, 2018, alimony is neither deductible by the payer nor included in the recipient's income.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10228,,"Sam earned $1,800 in interest on a personal loan to a friend and received no Form 1099-INT. How is it reported?","On Schedule B, with the total carried to Form 1040 line 2b","Directly on line 2b, with no Schedule B needed",It is not taxable because it was a loan between friends,On Schedule C as self-employment income,1,Income,Interest Income,"All interest is taxable whether or not a 1099-INT was issued. Taxable interest over $1,500 must be listed on Schedule B, and the total carries to Form 1040 line 2b.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10229,,Which of the following is generally exempt from federal income tax?,Interest from municipal bonds,Interest from a certificate of deposit,Dividends from a corporation,Interest from a savings account,1,Income,Tax-Exempt Income,Interest on state and local government (municipal) bonds is generally excluded from federal income tax. Bank interest and corporate dividends are taxable.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10230,,A municipal bond mutual fund pays a taxpayer $400 in exempt-interest dividends. How are they treated on the federal return?,"Excluded from taxable income, but still reported on Form 1040 line 2a",Fully taxable as ordinary dividends,Taxable only if the taxpayer itemizes deductions,Not reported on the return at all,1,Income,Tax-Exempt Income,"Exempt-interest dividends are not taxed federally, but they must still be reported on line 2a of Form 1040. They also count toward the Social Security provisional income calculation.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10231,,How is provisional income calculated to test whether Social Security benefits are taxable?,AGI (without Social Security) + tax-exempt interest + 50% of Social Security benefits,AGI + 100% of Social Security benefits,Taxable income + tax-exempt interest + Social Security benefits,Wages only + 50% of Social Security benefits,1,Income,Social Security Benefits,"Provisional income is adjusted gross income (before Social Security), plus tax-exempt interest, plus half of the Social Security benefits. It is compared to the base amounts to decide how much is taxable.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10232,,"A single filer has provisional income of $30,000. What portion of their Social Security benefits can be taxable?",Up to 50%,None of it,Up to 85%,100%,1,Income,Social Security Benefits,"For a single filer, provisional income from $25,000 to $34,000 makes up to 50% of benefits taxable. Above $34,000, up to 85% can be taxable.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10233,,"A single filer has provisional income of $41,000. What is the maximum portion of their Social Security benefits that can be taxable?",85%,50%,70%,100%,1,Income,Social Security Benefits,"Above the $34,000 threshold for single filers, up to 85% of Social Security benefits can be included in taxable income. No more than 85% is ever taxable.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10234,,"For 2024, a recreational gambler won $6,000 and lost $9,000 during the year. Assuming the taxpayer itemizes, what is the correct treatment?","Report $6,000 as income and deduct up to $6,000 of losses on Schedule A","Report a $3,000 net loss as negative income","Report nothing, because winnings and losses offset","Report $6,000 as income and deduct all $9,000 of losses",1,Income,Gambling Income,"All gambling winnings are taxable income. Recreational gamblers deduct losses only as an itemized deduction on Schedule A, limited to the amount of winnings, so the deduction here is $6,000.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10235,,Which income receives preferential tax rates AND is reported on Schedule D?,Long-term capital gains,Short-term capital gains,Ordinary dividends,Taxable interest,1,Income,Capital Gains,"Long-term capital gains are taxed at 0%, 15%, or 20% and reported on Schedule D. Short-term gains are also on Schedule D but taxed at ordinary rates. Ordinary dividends and interest go on Schedule B.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10236,,Which statement about qualified dividends is correct?,They are taxed at long-term capital gain rates and reported on Form 1040 line 3a,They are taxed at ordinary rates and reported on Schedule D,They are exempt from federal income tax,They are taxed at long-term capital gain rates and reported on Schedule D,1,Income,Dividends,Qualified dividends get the lower capital gain rates but are reported on Form 1040 line 3a (with total ordinary dividends on line 3b). They are not reported on Schedule D.,1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10237,,"A taxpayer earns $42,000 in wages, receives $300 in dividends, and earns $900 in municipal bond interest. What is the adjusted gross income?","$42,300","$43,200","$42,000","$41,400",1,Income,AGI Calculation,"AGI includes wages and taxable dividends: $42,000 + $300 = $42,300. Municipal bond interest is excluded from gross income.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10238,,How is a minister's housing allowance treated for tax purposes?,"Excluded from federal income tax, but subject to self-employment tax",Fully taxable for income tax and self-employment tax,Excluded from income tax and self-employment tax,Taxable for income tax only,1,Income,Clergy,"A properly designated clergy housing allowance is excluded from federal income tax (up to what is actually used for housing), but ministers pay self-employment tax on it because they are treated as self-employed for Social Security and Medicare on ministerial services.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10239,,A self-employed tutor's client reimburses the tutor's expenses instead of paying an hourly rate. How are the reimbursements treated?,"Business income, since they are payment for services",Non-taxable reimbursements that are left off the return,A deduction on Schedule A,"Gifts, because no hourly fee was charged",1,Income,Business Income,Payments received for services are gross business income no matter how they are labeled. The tutor reports them on Schedule C and separately deducts the actual business expenses.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10240,,"A single filer with income well below the phase-out paid $3,100 in student loan interest. What is the student loan interest adjustment?","$2,500","$3,100","$1,550",$0,1,Adjustments to Income,Student Loan Interest,"The student loan interest deduction is an above-the-line adjustment capped at $2,500 per return, so the deduction is $2,500 even though more was paid.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10241,,Which taxpayer may claim the educator expense adjustment?,A K-12 teacher who bought classroom supplies,A tax accountant who bought office supplies,A college professor who bought textbooks,A parent who bought school supplies,1,Adjustments to Income,Educator Expenses,The educator expense deduction is available to eligible K-12 educators for unreimbursed classroom expenses (up to $300 for 2024). It is an above-the-line adjustment.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10242,,"For 2024, a civilian employee is relocated by their employer to another state. Can the employee deduct their unreimbursed moving costs?","No, the moving expense deduction is limited to certain military moves","Yes, as an above-the-line adjustment","Yes, as an itemized deduction on Schedule A","Yes, up to $3,000",1,Adjustments to Income,Moving Expenses,The moving expense deduction is suspended for most taxpayers. Only active-duty members of the Armed Forces moving because of a military order can deduct moving expenses.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10243,,Which of the following is deductible as an above-the-line adjustment?,Penalty for early withdrawal from a certificate of deposit,The 10% additional tax on an early IRA distribution,The 10% additional tax on a Roth IRA distribution,State income tax paid,1,Adjustments to Income,Early Withdrawal Penalty,The penalty a bank charges for early withdrawal of savings (forfeited interest on a CD or time deposit) is an adjustment on Schedule 1. The 10% additional tax on retirement distributions is never deductible.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10244,,"A nurse contributes $6,000 to a Roth IRA and nothing to a traditional IRA. How much can be deducted?",$0,"$6,000","$3,000","$2,500",1,Adjustments to Income,IRA Contributions,"Roth IRA contributions are made with after-tax dollars and are never deductible. Only traditional IRA contributions can be deducted, subject to income and plan-coverage limits.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10245,,Which of the following is subtracted in arriving at adjusted gross income?,Traditional IRA deduction,State income tax,Charitable contributions,The standard deduction,1,Adjustments to Income,AGI Calculation,AGI equals gross income minus above-the-line adjustments such as the traditional IRA deduction. State income taxes and charitable gifts are itemized deductions and the standard deduction is subtracted after AGI.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10246,,"A single filer with AGI of $60,000 has real estate taxes of $6,000, mortgage interest of $3,500, charitable gifts of $500, and medical expenses of $1,000. The 2024 standard deduction is $14,600. What is the taxable income?","$45,400","$50,000","$49,000","$46,400",1,Deductions,Standard vs Itemized,"Medical expenses are deductible only above 7.5% of AGI ($4,500), so none count. Itemized deductions are $10,000 ($6,000 + $3,500 + $500), less than the $14,600 standard deduction. Taxable income is $60,000 - $14,600 = $45,400.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10247,,Medical expenses are deductible on Schedule A only to the extent they exceed what percentage of AGI?,7.5%,2%,10%,5%,1,Deductions,Medical Expenses,Unreimbursed medical and dental expenses are deductible only for the amount that exceeds 7.5% of adjusted gross income.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10248,,"For 2024, what is the limit on the itemized deduction for state and local taxes (income or sales tax plus property tax) for most filers?","$10,000","$5,000","$25,000",There is no limit,1,Deductions,SALT,"The SALT deduction was capped at $10,000 ($5,000 if married filing separately) for 2024. Later law changes raised the cap for future years.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10249,,"For a home purchase mortgage taken out after December 15, 2017, mortgage interest is deductible on acquisition debt up to what amount?","$750,000","$500,000","$1,000,000","$350,000",1,Deductions,Mortgage Interest,"For mortgage debt incurred after December 15, 2017, interest is deductible on up to $750,000 of acquisition debt ($375,000 if married filing separately).",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10250,,Which of the following is NOT deductible on a 2024 Schedule A?,Tax preparation fees,State income tax,"Mortgage interest on a $300,000 home loan",Cash donations to a qualified charity,1,Deductions,Itemized Deductions,"Tax preparation fees are a miscellaneous itemized deduction subject to the 2% floor, which is suspended through 2025. State income tax, qualifying mortgage interest, and charitable gifts remain deductible.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10251,,"For 2024, a personal casualty loss is generally deductible only if it is:",Attributable to a federally declared disaster,Greater than $500,Covered by insurance,Suffered at a primary residence,1,Deductions,Casualty Losses,"For 2018 through 2025, personal casualty losses are deductible only when caused by a federally declared disaster. Losses from ordinary events like a sewer backup do not qualify.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10252,,"A taxpayer in the 22% bracket claims the 2024 single standard deduction of $14,600 instead of itemizing. About how much tax does the standard deduction save?","$3,212","$14,600","$2,920","$1,460",1,Deductions,Standard Deduction,"A deduction saves tax equal to the deduction times the marginal rate: $14,600 x 22% = $3,212.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10253,,Which taxpayer's income can qualify for the qualified business income (QBI) deduction?,A sole proprietor with Schedule C profit,A C corporation shareholder receiving dividends,An employee earning W-2 wages,"A C corporation, on its net profits",1,Deductions,QBI Deduction,"The QBI deduction (generally up to 20% of QBI) is available to owners of pass-through businesses such as sole proprietorships, partnerships, and S corporations. C corporations do not qualify, and wages are not QBI.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10254,,Where does the QBI deduction fall in the individual income tax formula?,It reduces taxable income and is taken after AGI,It reduces gross income before AGI is calculated,It is a credit against the tax owed,It is an above-the-line adjustment on Schedule 1,1,Deductions,QBI Deduction,The QBI deduction is a below-the-line deduction that reduces taxable income. It does not reduce AGI and it is not a credit.,1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10255,,"A 45-year-old takes an $8,000 distribution from a traditional IRA to buy a first home. What is the tax treatment?","Taxable income, but the 10% additional tax does not apply",Tax-free and penalty-free,Taxable income plus the 10% additional tax,Taxable income plus a 25% additional tax,1,Retirement Accounts & Distributions,Early Distributions,"The first-time homebuyer exception waives the 10% additional tax on up to $10,000 (lifetime) of IRA distributions. The distribution is still included in taxable income.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10256,,A 50-year-old withdraws money from a traditional IRA and no exception applies. What is the result?,The distribution is taxed as income plus a 10% additional tax,Only the 10% additional tax applies,The distribution is taxed as income with no additional tax,The distribution is tax-free if it is rolled over within 90 days,1,Retirement Accounts & Distributions,Early Distributions,Distributions before age 59 1/2 are included in income and generally carry a 10% additional tax unless an exception applies.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10257,,"A SIMPLE IRA distribution taken within the first two years of participation, with no exception, is subject to an additional tax of:",25%,10%,15%,50%,1,Retirement Accounts & Distributions,SIMPLE IRA,The additional tax on early SIMPLE IRA distributions rises from 10% to 25% during the first two years of participation.,1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10258,,"A retired public safety officer has a retirement plan distribution paid directly to an insurer for health, accident, or long-term care premiums. How much can be excluded from income?","The smaller of the premiums paid or $3,000",The full amount of the premiums,"The smaller of the premiums paid or $1,500","Up to $5,000",1,Retirement Accounts & Distributions,Public Safety Officers,"Eligible retired public safety officers can exclude up to $3,000 per year of plan distributions used to pay qualifying insurance premiums.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10259,,Which of the following requires the payer to issue a Form 1099-R?,Distributions from an IRA or retirement plan,Wages paid to an employee,Interest paid on a savings account,Dividends from a stock,1,Retirement Accounts & Distributions,Form 1099-R,"Form 1099-R reports distributions from pensions, annuities, retirement plans, IRAs, and insurance contracts (including disability payments under life insurance contracts). Wages go on a W-2.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10260,,Which of the following credits is refundable?,Earned Income Tax Credit,Residential Clean Energy Credit,Credit for the Elderly or Disabled,Saver's Credit,1,Tax Credits & Calculations,Refundable Credits,The Earned Income Tax Credit can create a refund even when tax liability is zero. The other credits listed can only reduce tax owed to zero.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10261,,Which credit is the refundable portion of the Child Tax Credit?,Additional Child Tax Credit,Credit for Other Dependents,Child and Dependent Care Credit,Adoption Credit,1,Tax Credits & Calculations,Refundable Credits,"The Additional Child Tax Credit is the refundable part of the Child Tax Credit, available when the credit exceeds tax liability.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10262,,A taxpayer owes $0 in tax and has a $500 Earned Income Tax Credit plus a $700 nonrefundable credit that cannot be carried forward. What is the result?,"A $500 refund, and the $700 credit is lost","A $1,200 refund","A $700 refund, and the $500 credit is lost","No refund, and both credits carry forward",1,Tax Credits & Calculations,Credit Ordering,"Refundable credits (EITC) are paid out even with zero tax. Nonrefundable credits reduce tax only down to zero, and a credit with no carryforward is lost if unused.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10263,,A taxpayer's unused Residential Clean Energy Credit exceeds their tax liability. What happens to the excess?,It is carried forward to the following year,It is refunded,It is lost,It reduces AGI,1,Tax Credits & Calculations,Credit Carryforward,The Residential Clean Energy Credit is nonrefundable but the unused portion can be carried forward. It cannot be refunded.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
