ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty,Language,Region,Product,PresenterContent,ContentSlide,JeopardyBoard,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Reserved11,Reserved12,Reserved13,Reserved14,Reserved15
10197,,"Can the actual wagers placed on sports gambling, horse racing, lotteries, and sweepstakes be included in deductible gambling losses?",Yes,"No, only losses from casino table games count","No, wagers are never deductible",Only if the wager exceeds $500,1,Income,Gambling Winnings & Losses,"The actual amount wagered or spent on tickets for sports gambling, horse racing, lotteries, and sweepstakes can be included in deductible gambling losses.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10198,,"To support a gambling loss deduction, which of the following should a taxpayer keep records of?","The date and type of gambling, venue name/address, and amount won or lost",Only the total amount won for the year,Nothing - gambling losses require no documentation,"Only receipts for winnings, not losses",1,Income,Gambling Record-Keeping,"Supporting a gambling loss deduction requires records of the date, type of gambling, venue, amount won or lost, and people gambled with.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10199,,What is the general definition of earned income?,All taxable earnings received - essentially what is earned from working,Any money received regardless of source,Only wages reported on a W-2,Investment returns and retirement income,1,Income,Definitions,"Earned income encompasses all taxable earnings received from working, in contrast to unearned income.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10200,,What is the general definition of unearned income?,Money received that is not generated from employment or business activities,Only income from a second job,Money received from working overtime,Self-employment income,1,Income,Definitions,"Unearned income includes money received that is not generated from employment or business activities, such as investment returns or government benefits.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10201,,Which of the following is classified as earned income?,Gig economy earnings,Investment returns,Retirement income,Family support payments,1,Income,Types of Earned Income,"Gig economy earnings are a type of earned income, alongside wages/salaries/tips, nontaxable combat pay, self-employment, union strike benefits, and certain disability benefits.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10202,,Which of the following is classified as unearned income?,Retirement income,Wages and tips,Self-employment earnings,Gig economy earnings,1,Income,Types of Unearned Income,"Retirement income is unearned income, along with inmate earnings, investment returns, government benefits, and family support payments.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10203,,How is nontaxable combat pay classified for the purposes of earned income type?,It is a type of earned income,It is a type of unearned income,It is excluded from both categories,It is only classified for IRA purposes,1,Income,Nontaxable Combat Pay Classification,"Nontaxable combat pay is listed among the types of earned income, even though it is excluded from taxable income.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10204,,"A taxpayer lives and works remotely from California for a New York-based company, but travels to the NY office several days every two months. How should he file his state returns?",A resident return in California AND a nonresident return in New York for income earned while physically working there,"Only a resident return in California, since that's his home state","Only a nonresident return in New York, since that's where the employer is based",No state filing is required since he works remotely,1,Residency & Multi-State Filing,Remote Work Scenarios,Filing is based on where work is physically performed. He owes a resident return to his home state (California) and a nonresident return to New York for income earned while physically present there.,1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10205,,A California resident owns a rental property in Arizona. Where should the rental income be reported?,A nonresident return in Arizona (where the property is located) and a resident return in California,"Only in California, since that's where the owner lives","Only in Arizona, since that's where the property is located","Neither state, since rental income isn't state-taxable",1,Residency & Multi-State Filing,Rental Income Sourcing,"Rental income is sourced to the state where the property is located (Arizona, nonresident return), while the resident state (California) taxes worldwide income too.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10206,,Which of these requires filing a nonresident state tax return?,Beneficiary income from an estate located in another state,Gambling winnings from a casino in a state with no income tax,Interest earned from an out-of-state bank account,Having an out-of-state employer while working remotely from the home state,1,Residency & Multi-State Filing,Nonresident Return Triggers,"Beneficiary income from an estate/trust sources to the state where the estate is located. Gambling winnings in a no-income-tax state, out-of-state bank interest, and simply having an out-of-state employer (while working remotely) do not require a nonresident return.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10207,,"Is income distributed to a beneficiary from an out-of-state estate or trust generally taxable, unlike a lump-sum inheritance itself?",Yes - it is taxable and sources to the state where the estate/trust is located,"No, all inheritance-related income is non-taxable",Only if the beneficiary lives in the same state as the estate,"It is only taxable at the federal level, never at the state level",1,Residency & Multi-State Filing,Nonresident Return Triggers,"Unlike a lump-sum inheritance (generally not taxable), income distributed to a beneficiary from an estate or trust IS taxable and requires a nonresident return in the estate's state if the beneficiary lives elsewhere.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10208,,In which situation would a nonresident state return NOT be required?,Earning income in one of the nine states with no state income tax,Having S corporation income sourced to another state,Receiving beneficiary income from an out-of-state trust,Having an employer erroneously withhold for the wrong state,1,Residency & Multi-State Filing,Nonresident Return - Not Required,No nonresident return is needed for income earned in a state with no income tax; the other three situations do require one.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10209,,"What does SLR stand for in military tax residency, and to which state does it default?",State of Legal Residence; it defaults to the service member's Home of Record (HOR),Standard Living Requirement; it defaults to the current duty station,State Licensing Requirement; it has no default,Service Location Rule; it defaults to the spouse's home state,1,Residency & Multi-State Filing,SLR/HOR/PDS Definitions,"SLR (State of Legal Residence) is the service member's tax residence state, defaulting to their Home of Record unless changed via Form DD-2058.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10210,,"A service member's Home of Record is Georgia; her spouse currently lives in California, which is also her Permanent Duty Station. Which states can she choose as her SLR?",California or Georgia only,Any state the spouse has ever lived in,Only the spouse's home state,"Only her current physical location, regardless of PDS or HOR",1,Residency & Multi-State Filing,Military Spouse SLR Options,A service member's SLR can be their HOR (default) or their current PDS state - the spouse's original home state has no bearing on the service member's own SLR options unless it coincides with one of those.,0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10211,,Does a service member's SLR shield ordinary civilian wages earned by physically working a second job in another state?,No - those wages are sourced to the state where the work is physically performed and require a nonresident return there,"Yes, SLR shields all income the service member or spouse earns anywhere","Only civilian wages under $5,000 are shielded","Yes, but only for the service member's own wages, not any dependents",1,Residency & Multi-State Filing,SLR Does Not Shield Civilian Wages,"SLR determines the resident state for military pay (and certain MSRRA-qualifying spousal income), but ordinary civilian wages are still sourced to the state where the work is physically performed.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10212,,"Under the Military Spouse Residency Relief Act (MSRRA), what are a civilian spouse's filing options?","Original state of residency before marriage, the service member's SLR, or the service member's PDS state",Only the state where the couple currently lives,Only the service member's Home of Record,Any state of the spouse's choosing regardless of connection,1,Residency & Multi-State Filing,MSRRA - Spouse Filing Options,"MSRRA gives civilian spouses three options: their original state of residency before marriage, the service member's SLR, or the service member's PDS state.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10213,,"Once a military spouse elects a state of residency under MSRRA, when does that election update if the couple later relocates to a new PDS mid-year?",It does not change mid-year - the election applies for the entire tax year and updates only at the next election point,It updates immediately upon the move,It updates only if the spouse files a new W-4,"MSRRA elections cannot be changed at all, ever",1,Residency & Multi-State Filing,MSRRA - Election Locks for the Year,An MSRRA election applies for the entire tax year starting from the beginning of the marriage and does not automatically change mid-year due to a PDS relocation.,0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10214,,"Under the Service Members Civil Relief Act (SCRA), when is an active-duty member considered a resident of a state?",Only if that state is their State of Legal Residence (SLR),Whenever they are physically stationed there,Whenever their spouse lives there,Active-duty members are never considered residents of any state,1,Residency & Multi-State Filing,SCRA - Active Duty Residency Rule,"The SCRA provides that an active-duty member is not considered a resident of a state unless it is their SLR, regardless of where they are physically stationed.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10215,,What distinguishes a 'part-year resident' from a 'nonresident' for state tax purposes?,"A part-year resident had a home in the state for only part of the year (e.g., moved states); a nonresident temporarily works there or has in-state income sources without living there",There is no meaningful difference between the two,A nonresident always owes more tax than a part-year resident,Part-year residents never owe tax to either state,1,Residency & Multi-State Filing,Residency Types,A part-year resident lived in the state for only part of the tax year; a nonresident never lived there but has income sourced to or work performed in that state.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10216,,An employer mistakenly withholds state tax for the wrong state. What must the taxpayer do to recoup the erroneous withholding?,"File a nonresident return with $0 earnings for that state, and inform payroll to correct the error going forward",Nothing - the IRS automatically corrects state withholding errors,Wait until the following year to address it,File an amended federal return only,1,Residency & Multi-State Filing,Erroneous State Withholding,"The taxpayer must file a nonresident return showing $0 earnings for the erroneously-withheld state to recoup the withholding, and notify payroll to fix the error.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
